duration,src_bytes,dst_bytes,count,srv_count,log_src_bytes
0,218,974,6,6,5.389071729816501
0,325,2649,7,7,5.786897381366708
0,0,0,246,20,0.0
0,0,0,272,19,0.0
0,0,0,259,8,0.0
240,328,275,9,10,5.796057750765372
0,0,0,294,6,0.0
0,9,138,1,1,2.302585092994046
0,46,46,96,178,3.8501476017100584
1,1079,334,1,1,6.984716320118266
0,45,139,79,159,3.828641396489095
26,273,903,1,1,5.6131281063880705
0,0,0,190,20,0.0
0,0,0,135,5,0.0
0,237,138,2,2,5.472270673671475
0,225,1357,1,1,5.420534999272286
0,0,0,123,7,0.0
0,0,0,245,20,0.0
0,147,0,3,1,4.997212273764115
0,262,1011,3,4,5.572154032177765
0,1032,0,263,263,6.940222469119639
0,0,0,109,13,0.0
0,261,8412,9,9,5.568344503761097
0,0,0,145,8,0.0
0,0,0,250,2,0.0
0,294,1719,8,8,5.68697535633982
0,221,981,2,3,5.402677381872279
0,284,10352,2,2,5.652489180268651
0,0,0,1,1,0.0
0,309,16096,3,3,5.736572297479192
0,334,0,2,2,5.814130531825066
0,0,0,13,4,0.0
0,0,0,87,1,0.0
0,214,283,2,2,5.3706380281276624
0,0,0,292,13,0.0
0,0,0,295,18,0.0
0,0,0,143,15,0.0
0,46,78,278,277,3.8501476017100584
0,748,0,1,1,6.618738983517219
0,0,0,102,19,0.0
0,8,0,1,46,2.1972245773362196
0,0,0,251,3,0.0
0,329,8437,4,4,5.799092654460526
0,9,0,2,2,2.302585092994046
0,46,128,222,302,3.8501476017100584
0,1766,0,2,2,7.4770384723196965
0,0,0,260,4,0.0
9015,1,0,2,2,0.6931471805599453
7,8,135,1,1,2.1972245773362196
0,266,529,1,6,5.58724865840025
0,245,0,3,2,5.5053315359323625
0,295,465,11,12,5.69035945432406
0,0,0,44,12,0.0
0,228,6834,2,7,5.43372200355424
0,1032,0,511,511,6.940222469119639
0,0,0,272,15,0.0
0,0,0,122,19,0.0
0,0,0,287,3,0.0
0,0,0,1,3,0.0
0,0,0,486,1,0.0
0,1,0,22,6,0.6931471805599453
0,0,0,286,9,0.0
0,30,0,1,1,3.4339872044851463
1,2078,333,1,2,7.639642287858013
0,19,0,1,1,2.995732273553991
0,661,329,1,1,6.495265555937008
0,28,0,35,34,3.367295829986474
0,0,0,28,2,0.0
0,0,0,108,18,0.0
0,0,0,101,5,0.0
0,1075,364,1,2,6.98100574072173
0,223,656,12,21,5.4116460518550396
15159,350,1185,1,2,5.860786223465865
0,233,2470,10,10,5.455321115357702
0,0,0,223,10,0.0
0,0,0,223,17,0.0
0,201,1938,19,34,5.308267697401205
0,271,4781,4,7,5.605802066295998
0,14416,0,1,1,9.576163344811905
0,227,11564,5,6,5.429345628954441
0,0,0,406,1,0.0
0,225,2445,4,5,5.420534999272286
0,176,426,6,6,5.176149732573829
0,0,0,143,14,0.0
0,227,762,17,17,5.429345628954441
0,855,575,1,1,6.752270376141742
0,944,330,1,1,6.851184927493743
0,954,326,2,1,6.86171134048073
0,0,0,201,18,0.0
0,166,34660,1,1,5.117993812416755
0,306,2698,4,5,5.726847747587197
0,0,0,124,19,0.0
0,0,0,162,1,0.0
0,1480,0,2,4,7.300472814267799
0,0,0,277,17,0.0
0,313,8549,4,4,5.749392985908253
0,0,0,274,22,0.0
0,0,0,141,12,0.0
0,285,6008,3,3,5.655991810819852
0,226,1411,8,23,5.424950017481403
0,256,12984,1,1,5.54907608489522
1,3740,449,1,3,8.227108234348146
0,224,449,10,11,5.41610040220442
0,0,0,103,3,0.0
4,832,0,1,1,6.725033642166843
0,0,0,246,20,0.0
0,8,0,1,50,2.1972245773362196
0,201,169,7,7,5.308267697401205
0,285,304,32,34,5.655991810819852
0,0,0,125,24,0.0
0,7422,0,8,8,8.912338567117548
0,198,12884,2,2,5.293304824724492
20,2310,328,1,3,7.745435610274381
0,331,955,6,6,5.805134968916488
0,65,0,9,2,4.189654742026425
0,28,0,4,4,3.367295829986474
0,45,77,171,173,3.828641396489095
0,0,0,250,3,0.0
0,0,0,238,7,0.0
0,0,0,102,2,0.0
0,9,142,1,1,2.302585092994046
0,283,912,2,2,5.648974238161206
0,221,1789,2,10,5.402677381872279
0,18,0,1,1,2.9444389791664403
0,0,0,281,2,0.0
0,0,0,30,2,0.0
0,0,0,276,8,0.0
0,302,1380,5,5,5.713732805509369
0,0,0,163,9,0.0
0,8,0,1,21,2.1972245773362196
0,0,0,301,20,0.0
0,355,870,28,28,5.87493073085203
0,8,0,1,23,2.1972245773362196
18,106,1468,1,1,4.672828834461906
0,286,1423,16,16,5.659482215759621
9235,1,0,2,2,0.6931471805599453
0,0,0,1,1,0.0
0,1032,0,46,46,6.940222469119639
0,168,9551,1,2,5.1298987149230735
0,238,864,39,39,5.476463551931511
0,0,0,1,1,0.0
0,291,10369,6,6,5.676753802268282
0,0,0,211,22,0.0
0,749,330,1,1,6.620073206530356
0,198,6924,12,12,5.293304824724492
0,0,0,280,11,0.0
0,167,709,1,4,5.123963979403259
0,241,851,17,35,5.488937726156687
0,337,3360,6,6,5.823045895483019
0,729,328,1,1,6.593044534142437
0,8,0,1,44,2.1972245773362196
0,0,0,201,1,0.0
0,222,1483,3,3,5.407171771460119
0,0,0,276,14,0.0
0,0,0,1,1,0.0
0,46,134,145,225,3.8501476017100584
0,246,2719,1,1,5.5093883366279774
0,222,771,8,8,5.407171771460119
0,0,0,258,10,0.0
0,0,0,256,12,0.0
409,279,9598,1,1,5.634789603169249
0,226,651,12,12,5.424950017481403
0,299,447,26,44,5.703782474656201
0,0,0,14,6,0.0
0,12,0,2,2,2.5649493574615367
0,281,1951,30,31,5.641907070938114
0,0,0,138,25,0.0
0,42,42,4,6,3.7612001156935624
0,0,0,300,7,0.0
0,0,0,199,9,0.0
0,263,453,15,15,5.575949103146316
36613,1,0,2,2,0.6931471805599453
0,0,0,1,1,0.0
0,0,0,144,15,0.0
0,0,0,104,4,0.0
0,283,1980,18,18,5.648974238161206
0,161,5530,2,2,5.087596335232384
0,211,321,7,11,5.356586274672012
0,201,1701,7,7,5.308267697401205
0,8,0,1,25,2.1972245773362196
0,147,0,3,1,4.997212273764115
0,0,0,74,16,0.0
0,567,0,1,1,6.342121418721152
0,0,0,225,2,0.0
0,0,0,66,16,0.0
5043,5131424,0,1,7,15.450893956351626
0,320,420,7,7,5.771441123130016
0,8,0,1,35,2.1972245773362196
0,0,0,2,2,0.0
0,204,1229,4,4,5.3230099791384085
0,0,0,1,1,0.0
0,10389,0,1,1,9.248599084093273
0,0,0,139,13,0.0
0,344,573,28,60,5.84354441703136
0,0,0,144,16,0.0
0,0,0,241,19,0.0
0,243,821,15,19,5.497168225293202
0,1032,0,213,213,6.940222469119639
0,8,0,1,45,2.1972245773362196
0,0,0,36,1,0.0
0,105,146,3,2,4.663439094112067
0,0,0,254,17,0.0
1,1080,327,1,2,6.985641817639208
0,0,0,295,7,0.0
0,0,0,171,3,0.0
0,0,0,179,2,0.0
0,657,326,2,1,6.489204931325317
0,0,0,101,7,0.0
0,284,765,9,9,5.652489180268651
0,261,15455,22,22,5.568344503761097
0,317,315,1,2,5.762051382780177
0,33,0,8,8,3.5263605246161616
0,0,0,2,1,0.0
0,0,0,1,1,0.0
0,44,70,195,197,3.8066624897703196
0,215,584,4,9,5.375278407684165
0,0,0,260,9,0.0
0,332,2844,14,14,5.808142489980444
1,978,334,1,3,6.88653164253051
0,296,5670,10,10,5.6937321388027
0,0,0,125,13,0.0
0,0,0,139,10,0.0
0,214,9986,10,11,5.3706380281276624
0,0,0,251,7,0.0
0,48,48,1,1,3.8918202981106265
0,226,1301,5,5,5.424950017481403
0,0,0,211,17,0.0
0,78,0,20,8,4.3694478524670215
0,0,0,208,2,0.0
0,0,0,1,1,0.0
0,0,0,268,19,0.0
0,0,0,1,1,0.0
0,0,0,2,1,0.0
0,294,3327,1,19,5.68697535633982
0,0,0,286,3,0.0
0,220,1249,7,7,5.3981627015177525
0,0,0,425,1,0.0
0,196,3282,8,9,5.2832037287379885
0,0,0,272,30,0.0
0,327,4482,4,8,5.793013608384144
0,0,0,241,3,0.0
0,319,0,2,2,5.768320995793772
0,1087,302,1,1,6.992096427415888
0,210,3754,18,18,5.351858133476067
0,0,0,125,19,0.0
0,0,0,1,1,0.0
0,234,6282,6,6,5.459585514144159
0,8,0,1,18,2.1972245773362196
0,54540,8314,1,1,10.906707991398342
0,237,1461,3,3,5.472270673671475
0,0,0,42,10,0.0
0,0,0,274,10,0.0
0,200,955,3,3,5.303304908059076
0,219,657,7,9,5.393627546352362
0,284,5921,1,1,5.652489180268651
0,0,0,196,12,0.0
0,325,426,5,5,5.786897381366708
0,0,0,111,6,0.0
0,30,0,1,1,3.4339872044851463
0,335,7902,1,8,5.817111159963204
0,36,0,2,4,3.6109179126442243
0,0,0,168,3,0.0
0,43,43,122,188,3.784189633918261
0,0,0,108,8,0.0
0,0,0,1,1,0.0
0,0,0,36,12,0.0
0,0,0,143,19,0.0
0,216,1956,1,21,5.37989735354046
0,0,0,132,8,0.0
0,44,78,139,139,3.8066624897703196
0,347,8113,7,7,5.8522024797744745
1,570,280,1,1,6.3473892096560105
0,219,17540,8,8,5.393627546352362
0,146,0,3,1,4.990432586778736
0,0,0,222,1,0.0
0,0,0,260,8,0.0
0,0,0,237,15,0.0
0,0,0,132,15,0.0
31401,1,0,2,2,0.6931471805599453
0,0,0,57,11,0.0
0,18,0,1,1,2.9444389791664403
0,0,4,1,1,0.0
0,233,581,13,26,5.455321115357702
0,0,0,257,19,0.0
0,276,0,1,1,5.6240175061873385
0,44,139,77,157,3.8066624897703196
0,8,0,1,27,2.1972245773362196
7805,1828,148722,1,1,7.511524648390866
0,200,764,2,12,5.303304908059076
0,46,46,11,20,3.8501476017100584
0,0,0,257,19,0.0
0,0,0,13,13,0.0
0,216,5284,9,9,5.37989735354046
0,0,0,137,9,0.0
0,234,997,28,28,5.459585514144159
0,220,1643,12,25,5.3981627015177525
0,0,0,132,3,0.0
0,105,146,7,1,4.663439094112067
0,0,0,1,1,0.0
0,0,0,290,16,0.0
0,0,0,203,2,0.0
0,0,0,290,8,0.0
0,288,2881,14,16,5.666426688112432
0,0,0,116,3,0.0
0,0,0,260,6,0.0
0,1,0,12,1,0.6931471805599453
0,28,0,21,21,3.367295829986474
0,279,494,2,2,5.634789603169249
0,1032,0,486,486,6.940222469119639
0,192,0,2,3,5.262690188904886
7,105,1401,1,1,4.663439094112067
0,0,0,1,1,0.0
10,1330,282,1,1,7.193685818395112
0,520,0,457,457,6.255750041753367
0,0,0,47,4,0.0
0,230,362,10,18,5.442417710521793
0,44,110,71,151,3.8066624897703196
0,271,3582,12,12,5.605802066295998
0,179,1668,6,6,5.19295685089021
0,852,0,6,6,6.748759547491679
0,222,310,5,13,5.407171771460119
0,314,4137,7,7,5.752572638825633
0,0,0,139,10,0.0
0,230,6880,1,17,5.442417710521793
0,0,0,200,6,0.0
0,0,0,140,1,0.0
0,857,327,1,1,6.754604099487962
0,234,1707,9,9,5.459585514144159
0,1032,0,511,511,6.940222469119639
0,28,0,68,68,3.367295829986474
0,0,0,132,7,0.0
0,215,6367,9,9,5.375278407684165
0,46,46,215,215,3.8501476017100584
0,105,146,1,1,4.663439094112067
0,0,0,115,18,0.0
0,0,0,35,16,0.0
0,0,0,275,15,0.0
0,305,2507,4,4,5.723585101952381
0,0,0,76,13,0.0
0,336,15767,12,12,5.820082930352362
0,0,0,202,2,0.0
0,0,0,252,14,0.0
5784,147,105,1,1,4.997212273764115
0,335,1212,3,3,5.817111159963204
0,0,0,74,17,0.0
0,339,241,1,1,5.8289456176102075
0,317,3245,4,4,5.762051382780177
0,0,0,116,19,0.0
0,54540,8314,2,2,10.906707991398342
0,0,0,197,2,0.0
0,42,131,80,160,3.7612001156935624
0,986,368,1,1,6.894670039433482
0,0,0,198,4,0.0
0,183,0,4,4,5.214935757608986
0,0,0,102,3,0.0
0,405,23786,1,1,6.0063531596017325
0,0,0,223,21,0.0
0,785,327,1,1,6.666956792429207
0,258,4302,1,1,5.556828061699537
0,0,0,138,6,0.0
0,8,0,1,28,2.1972245773362196
0,318,2649,5,5,5.765191102784844
0,0,0,154,1,0.0
0,0,0,204,18,0.0
0,0,0,262,4,0.0
0,216,1240,8,8,5.37989735354046
1,0,0,25,2,0.0
0,291,320,3,3,5.676753802268282
0,224,546,21,21,5.41610040220442
0,0,0,459,5,0.0
0,0,0,253,1,0.0
542,17,42,1,1,2.8903717578961645
0,0,0,142,15,0.0
0,29,29,1,3,3.4011973816621555
0,105,147,1,1,4.663439094112067
0,30,0,12,1,3.4339872044851463
0,325,12884,5,9,5.786897381366708
0,0,0,139,20,0.0
0,0,0,1,1,0.0
0,12,0,1,2,2.5649493574615367
0,212,828,9,9,5.3612921657094255
0,240,1475,12,12,5.484796933490655
0,292,13206,5,5,5.680172609017068
0,172,12793,1,2,5.153291594497779
0,0,0,196,9,0.0
0,310,788,3,3,5.739792912179234
0,44,128,4,84,3.8066624897703196
0,145,0,3,1,4.983606621708336
1,1238,2451,1,1,7.122059881629142
0,8,0,1,7,2.1972245773362196
0,45,45,167,167,3.828641396489095
0,0,0,2,1,0.0
2,1551,362,1,2,7.347299700743164
4,1308,328,1,1,7.1770187659099
0,356,1125,3,3,5.877735781779639
0,364,6914,13,13,5.8998973535824915
0,331,776,10,14,5.805134968916488
0,30,0,2,1,3.4339872044851463
0,0,0,262,7,0.0
0,0,0,103,17,0.0
0,247,7546,14,14,5.5134287461649825
0,300,1841,43,43,5.707110264748875
0,0,0,221,16,0.0
0,355,2109,5,26,5.87493073085203
0,0,0,33,14,0.0
0,316,1260,3,9,5.75890177387728
0,44,136,224,300,3.8066624897703196
30,1458,4152,1,1,7.285506548522785
0,0,0,221,14,0.0
10455,146,105,4,2,4.990432586778736
0,0,0,1,1,0.0
0,0,0,284,14,0.0
0,1,0,2,2,0.6931471805599453
0,0,0,150,16,0.0
0,0,0,255,9,0.0
10326,146,105,5,2,4.990432586778736
0,0,0,26,2,0.0
0,13794,2966,2,2,9.532061486651386
0,0,0,74,20,0.0
0,911,325,2,1,6.815639990074331
0,0,0,7,9,0.0
0,280,3332,2,2,5.638354669333745
0,0,0,235,4,0.0
0,0,0,131,20,0.0
0,41,41,100,166,3.7376696182833684
0,10,139,1,1,2.3978952727983707
0,311,488,11,11,5.7430031878094825
0,281,1745,2,2,5.641907070938114
0,297,1285,8,8,5.697093486505405
0,0,0,124,2,0.0
0,43,72,263,264,3.784189633918261
0,0,0,34,15,0.0
0,334,0,1,1,5.814130531825066
0,8,0,1,15,2.1972245773362196
0,215,9399,16,23,5.375278407684165
0,0,0,16,3,0.0
0,0,0,1,2,0.0
0,516,4,151,151,6.248042874508429
0,0,0,1,1,0.0
0,0,0,115,7,0.0
0,0,0,130,10,0.0
0,0,0,236,15,0.0
28,44,44,3,5,3.8066624897703196
0,0,0,280,16,0.0
0,676,328,1,1,6.517671272912275
0,334,455,7,9,5.814130531825066
0,0,0,268,2,0.0
0,0,0,84,18,0.0
0,204,1596,24,24,5.3230099791384085
0,520,0,139,139,6.255750041753367
0,0,0,211,6,0.0
0,192,301,9,9,5.262690188904886
0,18,0,1,1,2.9444389791664403
0,0,0,100,2,0.0
0,0,0,101,13,0.0
0,0,0,265,4,0.0
0,256,4486,1,1,5.54907608489522
0,64,0,1,1,4.174387269895637
0,46,136,210,210,3.8501476017100584
0,0,0,54,17,0.0
0,220,253,16,24,5.3981627015177525
0,41,117,43,43,3.7376696182833684
0,248,2313,23,36,5.517452896464707
0,1250,2451,1,1,7.1316985104669115
0,0,0,248,20,0.0
0,44,70,127,127,3.8066624897703196
202,209,1824,1,1,5.3471075307174685
0,5891,0,13,1,8.681350777582521
0,8,0,1,39,2.1972245773362196
0,276,1767,2,6,5.6240175061873385
0,231,2304,13,13,5.44673737166631
0,0,0,251,12,0.0
0,312,422,11,15,5.746203190540153
41285,1,0,2,2,0.6931471805599453
0,0,0,222,18,0.0
0,29,0,2,2,3.4011973816621555
0,13239,0,4,4,9.490997829490999
0,0,0,228,4,0.0
0,8,223,1,1,2.1972245773362196
0,0,0,129,22,0.0
0,44,79,255,255,3.8066624897703196
0,0,0,118,9,0.0
0,0,0,84,16,0.0
0,324,10647,2,2,5.783825182329737
0,0,0,115,4,0.0
0,18,0,1,1,2.9444389791664403
0,355,657,16,16,5.87493073085203
13488,1,0,2,2,0.6931471805599453
0,0,0,111,10,0.0
0,54540,8314,4,4,10.906707991398342
0,205,253,11,11,5.327876168789581
0,0,0,241,12,0.0
0,325,753,7,9,5.786897381366708
0,0,0,242,1,0.0
0,232,193,1,1,5.4510384535657
4,886,326,1,1,6.787844982309579
0,319,3432,9,9,5.768320995793772
0,0,0,101,6,0.0
0,0,0,1,1,0.0
0,147,12141,12,12,4.997212273764115
1,1451,330,1,2,7.280697195384741
0,54540,8314,3,3,10.906707991398342
0,235,1889,1,19,5.4638318050256105
25,0,0,1,1,0.0
0,0,0,320,1,0.0
0,299,1540,17,29,5.703782474656201
0,0,0,114,8,0.0
0,0,0,136,23,0.0
0,0,0,272,4,0.0
0,0,0,209,8,0.0
0,237,241,66,66,5.472270673671475
0,0,0,110,16,0.0
3047,146,105,1,1,4.990432586778736
0,0,0,2,1,0.0
1327,146,105,3,1,4.990432586778736
0,202,1923,16,17,5.313205979041787
0,0,0,268,5,0.0
0,383,0,3,2,5.950642552587727
0,345,2254,4,4,5.846438775057725
0,278,6546,7,7,5.631211781821365
0,0,0,292,14,0.0
0,196,16143,5,33,5.2832037287379885
0,0,0,2,2,0.0
0,277,2253,17,17,5.627621113690637
0,203,578,19,19,5.318119993844216
0,0,0,1,1,0.0
860,147,105,1,1,4.997212273764115
0,0,0,297,15,0.0
0,0,0,150,1,0.0
0,0,0,198,6,0.0
0,0,0,63,4,0.0
0,367,5199,4,4,5.908082938168931
0,0,0,199,1,0.0
0,257,23051,1,4,5.552959584921617
0,8,0,1,41,2.1972245773362196
0,44,44,106,105,3.8066624897703196
0,128,44,68,68,4.859812404361672
0,254,523,20,20,5.541263545158426
0,225,22996,6,39,5.420534999272286
0,775,331,1,1,6.654152520183219
475,314,266,11,12,5.752572638825633
0,0,0,299,9,0.0
8,525,335,1,2,6.26530121273771
0,0,0,509,1,0.0
0,1,0,30,8,0.6931471805599453
0,213,37327,3,4,5.365976015021851
0,190,8654,4,4,5.25227342804663
0,0,0,234,1,0.0
0,28,0,88,88,3.367295829986474
0,0,0,244,17,0.0
27,1067,3081,1,1,6.97354301952014
0,126,44,254,253,4.844187086458591
0,333,2547,4,4,5.811140992976701
0,0,0,237,12,0.0
0,4491,0,1,1,8.410053315858335
0,0,0,287,15,0.0
0,54540,8314,4,4,10.906707991398342
0,239,255,19,25,5.480638923341991
0,0,0,1,1,0.0
2,1258,359,1,1,7.138073034044347
0,0,0,11,11,0.0
0,0,0,73,3,0.0
0,0,0,1,1,0.0
0,42,65,104,104,3.7612001156935624
0,224,1270,6,18,5.41610040220442
0,231,3215,1,1,5.44673737166631
5065,147,105,1,1,4.997212273764115
0,44,72,256,256,3.8066624897703196
0,183,0,2,1,5.214935757608986
0,0,0,240,6,0.0
0,0,0,149,2,0.0
0,125,179,1,1,4.836281906951478
0,13,40,1,1,2.6390573296152584
0,233,4759,14,14,5.455321115357702
0,30,0,2,1,3.4339872044851463
0,0,0,92,3,0.0
0,278,7958,1,2,5.631211781821365
0,0,0,2,1,0.0
0,0,0,191,2,0.0
0,237,5193,1,48,5.472270673671475
0,301,2698,8,9,5.71042701737487
0,246,3295,5,6,5.5093883366279774
0,230,12471,6,7,5.442417710521793
0,46,82,230,230,3.8501476017100584
1985,147,105,1,1,4.997212273764115
0,0,0,12,5,0.0
0,641,0,2,2,6.464588303689961
0,28,0,99,99,3.367295829986474
0,0,0,150,20,0.0
0,82,1,1,1,4.418840607796598
0,0,0,226,16,0.0
0,0,0,81,1,0.0
0,0,0,122,7,0.0
0,46,80,54,54,3.8501476017100584
0,0,0,237,8,0.0
0,0,0,219,2,0.0
0,376,345,1,1,5.932245187448011
0,0,0,148,19,0.0
5,105,146,2,2,4.663439094112067
0,334,0,1,1,5.814130531825066
0,0,0,276,20,0.0
0,30,0,4,1,3.4339872044851463
0,1053,329,1,1,6.960347729101308
0,46,130,66,146,3.8501476017100584
0,45,119,148,147,3.828641396489095
1,1539,395,1,1,7.3395376954076745
0,0,0,166,4,0.0
0,0,0,197,5,0.0
0,358,1758,1,1,5.883322388488279
0,44,133,71,151,3.8066624897703196
0,282,1227,2,32,5.645446897643238
0,323,1509,4,16,5.780743515792329
0,105,105,1,1,4.663439094112067
0,218,358,11,13,5.389071729816501
0,0,0,104,2,0.0
0,0,0,264,20,0.0
0,329,303,10,33,5.799092654460526
0,788,328,1,1,6.670766320845874
0,311,4591,21,21,5.7430031878094825
0,0,0,254,22,0.0
0,0,0,122,11,0.0
0,35,130,1,1,3.58351893845611
0,1032,0,511,511,6.940222469119639
0,0,0,101,1,0.0
0,0,0,232,15,0.0
0,59,0,16,16,4.0943445622221
0,0,0,131,7,0.0
0,226,1022,23,24,5.424950017481403
0,203,2108,9,15,5.318119993844216
8,2544,333,1,1,7.841885928984623
0,1032,0,511,511,6.940222469119639
0,327,6721,4,5,5.793013608384144
0,0,0,126,4,0.0
0,0,0,263,3,0.0
0,0,0,1,1,0.0
0,0,0,127,12,0.0
0,0,0,194,18,0.0
0,54540,8314,2,2,10.906707991398342
0,0,0,1,1,0.0
0,0,0,266,15,0.0
0,28,0,27,27,3.367295829986474
0,8,0,1,36,2.1972245773362196
0,0,0,25,5,0.0
0,0,0,100,7,0.0
1,763,335,1,1,6.638567789166521
0,0,0,240,10,0.0
0,307,8339,5,5,5.730099782973574
0,0,0,287,17,0.0
0,0,0,282,19,0.0
0,236,7262,1,8,5.4680601411351315
0,246,0,1,1,5.5093883366279774
0,0,0,129,18,0.0
0,0,0,244,5,0.0
0,0,0,279,11,0.0
0,300,13038,1,1,5.707110264748875
0,254,390,13,14,5.541263545158426
5753,147,105,1,1,4.997212273764115
0,0,0,134,16,0.0
17399,1,0,2,2,0.6931471805599453
0,334,0,2,2,5.814130531825066
1,0,0,65,2,0.0
31,1221,3380,1,1,7.108244139731541
0,0,0,269,18,0.0
0,8,0,1,22,2.1972245773362196
0,299,291,2,2,5.703782474656201
0,1874,0,9,9,7.536363938404511
0,1301,335,1,2,7.171656822768514
21263,1,0,2,2,0.6931471805599453
0,43,132,216,292,3.784189633918261
0,1032,0,322,322,6.940222469119639
0,0,0,31,11,0.0
0,330,256,4,4,5.802118375377063
0,0,0,271,25,0.0
0,302,7497,26,26,5.713732805509369
0,0,0,140,12,0.0
0,0,0,180,13,0.0
0,0,0,278,20,0.0
0,0,0,45,4,0.0
0,0,0,6,3,0.0
0,284,307,2,29,5.652489180268651
0,0,0,279,10,0.0
0,12,0,1,1,2.5649493574615367
0,238,276,13,13,5.476463551931511
1,1194,482,1,3,7.085901464365611
0,6601,0,21,1,8.795127912413138
0,12,0,1,1,2.5649493574615367
2,1452,330,1,2,7.2813856635702825
2,2194619,0,2,2,14.601519468775356
0,0,0,111,17,0.0
0,0,0,366,1,0.0
0,0,0,145,7,0.0
0,240,748,9,10,5.484796933490655
0,0,0,231,9,0.0
0,42,42,8,18,3.7612001156935624
0,0,0,130,4,0.0
0,336,1294,21,21,5.820082930352362
3,11436,1383,1,2,9.344608992781216
0,0,0,23,3,0.0
0,195,4768,2,2,5.278114659230517
0,516,4,191,191,6.248042874508429
0,286,3491,10,10,5.659482215759621
0,0,0,214,16,0.0
0,215,1062,6,6,5.375278407684165
0,196,1337,35,35,5.2832037287379885
5,722,334,1,1,6.583409222158765
0,0,0,2,1,0.0
0,0,0,244,2,0.0
0,214,3477,2,2,5.3706380281276624
0,0,0,257,3,0.0
